Track,Artist,SpotifyID,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness
Ratchet Happy Birthday,Drake,4SUwJA3eUVNHExxMPEUhQe,0.657,0.571,2,1,0.14,0.106,0.00121,0.0735,0.626,167.961,207307,-12.519
Final Fantasy,Drake,44Du2IM1bGY7dicmLfXbUs,0.5,0.448,0,1,0.442,0.422,0.00000803,0.115,0.104,144.204,219960,-10.977
March 14,Drake,09lmraDvzBT3pUQ2rUtJzK,0.558,0.415,10,0,0.358,0.406,0,0.36,0.317,127.096,309560,-7.355
Esskeetit,Lil Pump,44KKhCyI0BGS6LvVyDqJtH,0.934,0.505,11,1,0.168,0.0229,0,0.0867,0.691,139.93,181714,-7.648
Everybody Dies In Their Nightmares,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,0.734,0.57,7,0,0.133,0.847,0.0000214,0.112,0.689,129.953,95467,-7.066
Yikes,Kanye West,1qsHYUd2c1wFGcn7e63QmG,0.683,0.776,1,0,0.341,0.15,0,0.227,0.223,173.996,188773,-3.251
Japan,Famous Dex,5PTG6rrL6EPFD9E2QMI2pl,0.733,0.678,6,1,0.438,0.121,0,0.344,0.841,175.985,142000,-7.771
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,-11.192
I Lived It,Blake Shelton,59MEbeyeEoKWSIEw7DL0mg,0.559,0.58,10,1,0.0281,0.549,0.00197,0.101,0.389,80.993,218053,-8.076
Plug Walk,Rich The Kid,1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,11,1,0.143,0.202,0,0.108,0.158,94.981,175230,-6.531
Heaven,Kane Brown,1HXy5I3HTWq8OvxCn0z7G7,0.677,0.556,9,1,0.0306,0.263,0,0.105,0.521,80.009,179507,-6.544
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,0,0.0694,0.00261,0.0000156,0.153,0.608,116.073,209320,-6.021
Wait,Maroon 5,6AvfZXpbb6r35DfF7gHPRq,0.655,0.603,8,1,0.0555,0.0959,0,0.107,0.452,126.088,190643,-5.014
Dura,Daddy Yankee,6KuqAtoeVzxAYOaMveLNpH,0.783,0.84,1,1,0.051,0.174,0,0.412,0.839,95.001,200480,-3.416
Say Amen (Saturday Night),Panic! At The Disco,76vMKwFtdDDCLcM6zXybjB,0.491,0.867,6,0,0.103,0.167,0,0.458,0.602,167.965,189187,-2.313
Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,0.592,0.457,9,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,-6.081
Fake Love,BTS,3aW0ds4A4tSQDIp75FqWTo,0.557,0.719,2,0,0.0372,0.00267,0,0.306,0.344,77.501,242334,-4.515
Numb,XXXTENTACION,01TnVDiet1DFTsyWKUKovl,0.414,0.416,11,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,-8.024
Overdose,YoungBoy Never Broke Again,3A1BaBGT3HgzuDrV9pgX9v,0.809,0.845,10,0,0.352,0.224,0,0.638,0.67,90.015,176990,-5.843
Boss,The Carters,4F8V44j8cbjHnXjfW2HruU,0.813,0.488,11,0,0.257,0.187,0.000132,0.231,0.688,139.983,244133,-7.737
DDU-DU DDU-DU,BLACKPINK,2aI2k39nfa3KFsa4JclQzw,0.671,0.859,4,0,0.0833,0.0323,0,0.267,0.389,139.931,209355,-3.922
IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,-5.975
Pray For Me,The Weeknd & Kendrick Lamar,77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,1,0.093,0.0762,0.0000217,0.111,0.188,100.584,211440,-4.979
Summer,The Carters,7zmleW3XZx0uUsL2CkFuDe,0.592,0.569,10,1,0.0634,0.12,0.0000175,0.251,0.562,135.414,285200,-6.374
Reborn,KIDS SEE GHOSTS,4RVbK6cV0VqWdpCDcx3hiT,0.585,0.597,0,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,-7.499
Nice,The Carters,44lusH2vzc4sRAwsooRhPh,0.912,0.533,1,1,0.0618,0.092,0.00000148,0.174,0.208,119.922,233680,-5.587
Friends,The Carters,0gu5B9dUOiLezdDjrLPCCV,0.75,0.573,10,0,0.0779,0.137,0.0000189,0.133,0.303,143.948,344293,-8.391
Feel The Love,KIDS SEE GHOSTS,3aUFrxO1B8EW63QchEl3wX,0.58,0.469,0,0,0.104,0.126,0.0000732,0.099,0.369,110.573,165053,-5.946
You Make It Easy,Jason Aldean,6EGAfJaLUFzhS4zRBIEQ2J,0.375,0.574,7,1,0.0315,0.143,0,0.11,0.406,132.025,196800,-5.305
Fire,KIDS SEE GHOSTS,7oHkit3F3vimtsBbnZkU0G,0.709,0.751,6,1,0.16,0.472,0.00000471,0.182,0.37,104.999,140527,-3.801
Cudi Montage,KIDS SEE GHOSTS,4kUZvXB3LC3an3HX6h0s17,0.729,0.504,8,0,0.0321,0.401,0.00000144,0.121,0.305,110.011,197001,-6.784
KIDS SEE GHOSTS,KIDS SEE GHOSTS,2I3dW2dCBZAJGj5X21E53k,0.841,0.682,2,1,0.0458,0.113,0.0000965,0.131,0.338,94.985,245098,-7.007
Violent Crimes,Kanye West,3s7MCdXyWmwjdcWh7GWXas,0.669,0.419,1,0,0.522,0.376,0,0.187,0.0397,109.813,215320,-6.724
Beautiful Crazy,Luke Combs,2rxQMGVafnNaRaXlRMWPde,0.552,0.402,11,1,0.0262,0.676,0,0.0928,0.382,103.313,193200,-7.431
Singles You Up,Jordan Davis,4LiMQ6G9n84rDUBs9wtwz6,0.491,0.907,7,1,0.0481,0.0491,0,0.242,0.631,199.943,182667,-3.594
I Thought About Killing You,Kanye West,0yhxBvedRdGxsPZHJNI4VA,0.752,0.396,2,1,0.411,0.867,0,0.0486,0.417,116.016,274187,-7.932
No Mistakes,Kanye West,35KV2Nuib6jPMVN00O8iba,0.643,0.646,10,0,0.0629,0.0393,0,0.109,0.35,80.174,123040,-2.442
Rich & Sad,Post Malone,2VdT56BGpdqNHUgOe1j5vc,0.599,0.571,2,1,0.0665,0.198,0,0.0969,0.285,151.974,206453,-4.998
Lust,Lil Skies,7oJrVhiTPZGBXWPwhxjy9S,0.718,0.767,9,1,0.166,0.138,0,0.114,0.519,160.084,156000,-5.641
Paranoid,Post Malone,3fpVWegR6YOS1Yk5HSMYIq,0.625,0.536,0,1,0.0776,0.038,0.0000231,0.167,0.253,159.914,221787,-5.428
All The Stars,Kendrick Lamar & SZA,3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,-4.946
Ric Flair Drip,Offset & Metro Boomin,7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,1,0.206,0.149,0.0000507,0.114,0.333,100.007,172800,-8.28
Infrared,Pusha T,6cpsixIHI63L0hwh3CwZg3,0.674,0.578,10,0,0.298,0.0518,0.0055,0.72,0.163,112.265,170240,-8.768
If You Know You Know,Pusha T,6bGwKHXHNLmTy6yt147FPh,0.46,0.697,6,0,0.325,0.0186,0,0.362,0.701,153.426,202120,-5.954
For The First Time,Darius Rucker,0LG2cFomCi8Fb664Lvr3Nu,0.515,0.806,6,1,0.0417,0.00798,0,0.0337,0.708,142.16,197053,-5.263
Most People Are Good,Luke Bryan,79LAFAkR1ATb4iIQvZuCL0,0.586,0.732,8,1,0.0279,0.176,0,0.148,0.582,150.109,221801,-6.171
The Games We Play,Pusha T,7iEoaTyBCqLaAwJnOP1BTn,0.694,0.796,5,1,0.198,0.0713,0.0163,0.096,0.592,78.033,166120,-3.696
Change Lanes,Kevin Gates,59XHPyb0MTMElZpkG0Wp69,0.706,0.783,2,1,0.424,0.129,0,0.0952,0.513,130.195,205861,-5.337
Like That,Kris Wu,4caEPudXQ1xDd1garjHPFv,0.823,0.447,1,0,0.126,0.775,0.0000148,0.0931,0.413,110.059,228662,-10.562
Southside,Lil Baby,5lf3ajySox32qFvGEf2TFM,0.811,0.646,8,0,0.257,0.00271,0,0.191,0.386,77.555,173437,-4.902
Let It Sing,Kevin Gates,090R9OdFMbQQksvwuXmNEY,0.737,0.728,5,0,0.402,0.0392,0,0.159,0.587,144.964,195456,-5.498
Sangria Wine,Pharrell Williams x Camila Cabello,6XlSyYFTU1nodeWwwzVgTV,0.831,0.713,1,0,0.094,0.181,0,0.0572,0.69,132.109,202853,-3.646
Stay,Post Malone,4H7WNRErSbONkM06blBoGc,0.507,0.48,5,1,0.0266,0.449,0,0.147,0.35,86.046,204427,-5.418
ATM,J. Cole,2UciqgwVDwro0fev3MFbxJ,0.719,0.497,8,1,0.681,0.115,0,0.0898,0.345,81.651,216727,-7.661
Kevin's Heart,J. Cole,6tZ3b7ik1QDXFAZlXib0YZ,0.829,0.527,6,0,0.367,0.482,0,0.631,0.473,116.078,200310,-6.644
No Excuses,Meghan Trainor,7fCNUWi6uflDTQ08srxMZk,0.827,0.658,6,1,0.0517,0.0224,0,0.0417,0.523,115.016,152862,-3.846
Outside Today,YoungBoy Never Broke Again,3sA7HKGzcKTVscdiTCrWpX,0.851,0.666,11,0,0.0694,0.139,0,0.105,0.0585,134.068,129105,-5.334
Stir Fry,Migos,2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,2,1,0.269,0.00263,0,0.159,0.508,181.982,190288,-5.402
Over Now,Post Malone,09IOPhEh1OMe0HD9b36FJk,0.569,0.777,4,0,0.0834,0.139,0,0.132,0.181,164.027,246987,-4.041
Zack And Codeine,Post Malone,5lZZmityu9TAjNvSY6GLhR,0.738,0.824,5,0,0.0437,0.15,0,0.132,0.386,138.039,204360,-5.165
When We,Tank,2HWelwHQS4EdRqIycZOc3O,0.635,0.324,6,0,0.0769,0.165,0.00000418,0.108,0.0741,117.863,309120,-9.51
Takin' Shots,Post Malone,5ffntNJnJOeFv7b7DCd0Bw,0.762,0.621,0,1,0.0866,0.61,0,0.464,0.593,120.056,216747,-6.24
92 Explorer,Post Malone,1D2L6MefbXon28PzIk9I3r,0.798,0.733,7,0,0.0476,0.265,0.00000125,0.114,0.861,146.046,211427,-4.811
Barbie Tingz,Nicki Minaj,2qsQ8eVDPmobZpvDxQCVQu,0.917,0.679,6,1,0.266,0.0867,0,0.588,0.453,102.449,191700,-6.083
Otherside,Post Malone,4qWCFTuNnmGNdY4egtb4ZY,0.652,0.643,9,0,0.0353,0.318,0.00000287,0.208,0.109,104.932,228227,-5.667
Blame It On Me,Post Malone,1ZemPoaj7LBj1RAQrb89EC,0.652,0.591,11,0,0.0418,0.145,0.00000565,0.164,0.274,121.873,261800,-7.274
Diamond Teeth Samurai,YoungBoy Never Broke Again,1k7KigfkZh2Xb6khqV1a0K,0.799,0.659,10,0,0.272,0.00451,0,0.13,0.256,177.957,162488,-5.593
Famous,Mason Ramsey,1lasE4yXQmZ5mwWdGQGn8E,0.534,0.815,5,1,0.0278,0.708,0,0.111,0.564,159.848,192520,-2.815
Preach,YoungBoy Never Broke Again,45RbAX2KxbPdNwUgeYA69j,0.731,0.675,8,0,0.247,0.175,0,0.213,0.381,155.049,236071,-4.771
Candy Paint,Post Malone,32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,1,0.154,0.64,0.00000122,0.0753,0.381,180.064,227533,-5.941
Sugar Wraith,Post Malone,0MrRAUcB8AZiB9ue2VOBYe,0.606,0.775,5,0,0.0671,0.262,0,0.1,0.307,164.02,228147,-4.269
Motiv8,J. Cole,1AT4xjNarTswd0UZ5FlmKF,0.869,0.385,4,1,0.297,0.135,0,0.0931,0.596,149.897,133922,-7.801
Jonestown (Interlude),Post Malone,0R6Jlsq25eZB3Wftpxi3oF,0.38,0.454,0,0,0.0362,0.755,0.623,0.263,0.288,77.592,112013,-10.271
1985 (Intro To The Fall Off),J. Cole,7EulRO07ZgchxqKUHb8Pvc,0.678,0.648,2,1,0.445,0.147,0,0.182,0.635,94.336,190177,-5.892
Photograph,J. Cole,0bhnUFDQFCEHCBlsQfHnj5,0.825,0.487,1,1,0.233,0.0299,0,0.0868,0.372,105.05,218954,-6.416
Brackets,J. Cole,5sWbwccBcyHsg5LEKWGZo9,0.675,0.567,10,0,0.263,0.19,0.00000177,0.175,0.658,84.039,315771,-9.147
Wake Me Up!,Avicii,4h8VwCb1MTGoLKueQ1WgbD,0.532,0.783,2,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,-5.697
Window Pain (Outro),J. Cole,5Lgqu1th1KqlG97OF2gWGe,0.72,0.626,8,1,0.397,0.0607,0,0.0728,0.182,75.032,286730,-9.351
Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,-4.833
Once An Addict (Interlude),J. Cole,0Px86mRlxdB3YqpK6KXWlr,0.548,0.472,8,1,0.477,0.626,0,0.119,0.138,82.36,197822,-8.343
Let You Down,NF,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,0,0.121,0.312,0,0.179,0.464,147.997,212120,-5.68
Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,-5.115
Intro,J. Cole,7EulRO07ZgchxqKUHb8Pvc,0.678,0.648,2,1,0.445,0.147,0,0.182,0.635,94.336,190177,-5.892
The Long Way,Brett Eldredge,5vuMtXS5kQ7F0o9V9rG1dG,0.488,0.637,10,1,0.0401,0.265,0,0.106,0.23,88.865,208720,-7.63
Thru Your Phone,Cardi B,74cVJfmK18rhWnscIpGXjt,0.837,0.549,0,1,0.167,0.17,0,0.057,0.209,121.954,188524,-5.722
I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,-5.408
Him & I,G-Eazy & Halsey,5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,-6.343
Bad At Love,Halsey,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,1,0.0296,0.0604,0,0.0893,0.612,118.384,181279,-3.539
Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,0.333,0.412,3,1,0.029,0.0977,0,0.113,0.474,85.028,205453,-8.633
Bickenhead,Cardi B,17Yq72h0p15OhCbZ5lJ5gd,0.884,0.814,7,1,0.303,0.154,0.00000167,0.158,0.907,155.938,181624,-5.333
Let Me,Zayn,0aVsVsOYDSEEigiwTrIab9,0.46,0.566,9,1,0.0516,0.239,0.00000593,0.0967,0.19,168.419,185373,-5.637
Wasted Times,The Weeknd,7DKS0rX27cCEPsK0R6tFWS,0.56,0.678,10,0,0.0581,0.61,0.0000142,0.111,0.29,122.585,220293,-6.167
Get Up 10,Cardi B,7p2ewixAShLpjDZrnzZK7c,0.806,0.57,1,1,0.246,0.0977,0,0.105,0.454,93.015,231453,-6.927
Money Bag,Cardi B,1vBeIXlzbAieGoDqInav5j,0.947,0.788,10,0,0.124,0.107,0.000691,0.108,0.454,129.977,229005,-6.138
Billy,6ix9ine,5KhFaq45chTw8RGfWo8T8J,0.764,0.711,4,0,0.288,0.175,0,0.105,0.774,90.076,112667,-3.818
She's With Me,High Valley,1e5mv9RVUe8KWQut6ND9pi,0.601,0.941,11,1,0.0852,0.0188,0,0.526,0.702,111.041,173693,-3.622
Broken Clocks,SZA,2fXwCWkh6YG5zU1IyvQrbs,0.684,0.683,6,1,0.177,0.13,0,0.156,0.406,112.856,231253,-7.366
Five More Minutes,Scotty McCreery,1eFrhAmzoQnTlwvnqvLt7D,0.496,0.632,7,1,0.0282,0.257,0.00000107,0.109,0.278,156.034,241147,-4.933
Gotti,6ix9ine,27oFpFktCq9JIXjJQRuv7a,0.728,0.584,10,0,0.176,0.0524,0,0.0658,0.365,161.9,166852,-7.255
Hardaway,Derez De'Shon,25qhnRgAcImQWfaswqRkwN,0.537,0.518,1,1,0.188,0.118,0,0.146,0.427,132.527,236032,-5.987
Tell Me You Love Me,Demi Lovato,1MKZaAEx8RrzoQjHhVuvgs,0.538,0.6,6,1,0.0489,0.0273,0,0.147,0.26,81.888,236987,-5.463
Try Me,The Weeknd,4ppTAJUbNXELZcoUaL90wo,0.456,0.679,8,0,0.064,0.596,0.000573,0.129,0.107,92.026,221107,-5.778
Broken Halos,Chris Stapleton,06gD2ZtK3Dzc1BYqWExQJJ,0.613,0.564,8,1,0.0251,0.134,0.00000165,0.0585,0.538,78.388,180907,-7.085
All On Me,Devin Dawson,2mfahQ0EaaZWq4cFNg6A1o,0.634,0.668,5,1,0.0291,0.14,0,0.216,0.635,80.989,224627,-5.488
No Roots,Alice Merton,4CdfFYzaAJ0y0beKzmgJSn,0.863,0.657,7,1,0.105,0.264,0.00619,0.0713,0.829,115.958,235813,-7.295
Privilege,The Weeknd,0Nwar8rweBUyfyuoyjjUvk,0.404,0.564,11,0,0.0344,0.915,0.00252,0.134,0.371,93.631,170573,-7.013
No Smoke,YoungBoy Never Broke Again,57IRaiAB4hBZu3gnNVZC0v,0.658,0.736,9,0,0.308,0.113,0,0.0978,0.804,143.966,160000,-6.097
Tempo,Chris Brown,0709StHzSeXpdj2zmqF2o2,0.769,0.482,10,1,0.0502,0.192,0,0.0903,0.487,120.959,218744,-7.205
Echame La Culpa,Luis Fonsi & Demi Lovato,2hl6q70unbviGo3g1R7uFx,0.733,0.892,0,1,0.0417,0.0376,0,0.137,0.675,95.989,173720,-3.641
Written In The Sand,Old Dominion,2A69wys3S9uiPSmn6UZWJn,0.725,0.437,6,1,0.0575,0.593,0,0.0842,0.759,83.985,184080,-9.602
Beautiful Trauma,P!nk,2DlIwu1iDTILEMXA7MUotn,0.412,0.619,7,1,0.0725,0.0868,0.00000255,0.4,0.234,95.977,250053,-6.39
Focus,H.E.R.,3tZs3nVjySLbL320lP4mvs,0.415,0.313,1,0,0.0561,0.255,0.000014,0.117,0.0875,84.953,200133,-12.945
Gummo,6ix9ine,4HbiCvH1R7mVOJ7KY7JQBD,0.66,0.775,2,1,0.172,0.0553,0,0.129,0.635,157.036,157643,-4.926
Betrayed,Lil Xan,4vaxvNDaLSoD36iZX515ug,0.821,0.434,10,0,0.118,0.434,0,0.128,0.241,120.012,187173,-9.194
44 More,Logic,3e7Y6sfFlIdBMJhX7wpqVO,0.824,0.584,10,0,0.221,0.0718,0,0.106,0.219,139.965,188600,-7.098
Booty,Blac Youngsta,0FbSpY8RPxTRxi1Fpj9Dz9,0.938,0.549,1,1,0.098,0.000831,0.000243,0.082,0.412,144.005,160038,-8.368
Rubbin Off The Paint,YBN Nahmir,6V4KHt9xu4TPEnDFoBeacT,0.734,0.751,1,1,0.285,0.00529,0,0.183,0.56,161.997,159916,-7.26
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,1,1,0.0421,0.199,0.0000166,0.165,0.394,136.949,202547,-6.351
How Long,Charlie Puth,6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1,0,0.0778,0.211,0.00000349,0.0383,0.811,109.974,200853,-5.253
Going Down!,XXXTENTACION,7CkbRn6S0itJqcqn88AtSV,0.873,0.663,1,1,0.15,0.0216,0.000356,0.0867,0.525,135.499,115194,-4.086
Everybody Hates Me,The Chainsmokers,6ufrOaf4v6Qady6GiIpQ0s,0.475,0.752,11,0,0.0467,0.00703,0,0.406,0.515,154.957,223467,-6.596
Sorry Not Sorry,Demi Lovato,7gvd8xj4QgPqbQSsn5pV7d,0.705,0.64,11,0,0.225,0.0237,0,0.262,0.887,144.077,203760,-6.928
Contra,Logic,7u90MSvVyEjL0c8icaE7jl,0.804,0.823,8,1,0.0488,0.104,0,0.2,0.616,126.007,217147,-5.837
Overnight,Logic,3s3VVLE1kB7Xk2AoJKlGmr,0.861,0.745,1,1,0.0608,0.00138,0.0000187,0.141,0.889,150.002,217560,-6.77
Midnight,Logic,1GtVGc1UYin3zpMUdNSSpM,0.568,0.607,9,0,0.108,0.0867,0,0.0972,0.269,95.056,241427,-7.438
Yuck,Logic,0D5CXSUx8GOCHSY8KWgi9h,0.619,0.798,11,0,0.381,0.168,0,0.17,0.71,156.151,173693,-5.517
X,ScHoolboy ,4LmAnpjlhWTahvRkYR8xJa,0.768,0.471,2,1,0.259,0.0201,0,0.268,0.405,131.023,267427,-8.406
BoomTrap Protocol,Logic,4fZxGiES1FKbNqJPrI4L3s,0.747,0.532,10,0,0.0394,0.0549,0.00000278,0.121,0.347,77.032,221360,-5.474
Paramedic!,SOB X RBE,2tPcTFiQF9MbVUyjZ3zDhA,0.856,0.652,1,1,0.143,0.177,0,0.193,0.471,97.017,219307,-5.324
Want You Back,5 Seconds Of Summer,2vHfabj6nFebekTYODqntl,0.618,0.867,0,1,0.0439,0.00699,0.00000103,0.202,0.579,98.03,173082,-4.915
Yours,Russell Dickerson,6RSNKGdv3nDTHqgw4bdzyF,0.555,0.722,11,1,0.034,0.119,0,0.0861,0.559,134.058,216960,-6.005
You Broke Up With Me,Walker Hayes,6UsoV6X96Rox9mfxoz7SFy,0.846,0.711,0,1,0.061,0.496,0,0.247,0.883,120.013,197840,-7.939
Kooda,6ix9ine,0tYHqwTW4s6VuPWDSD7n7K,0.885,0.641,1,1,0.351,0.175,0,0.234,0.201,91.167,142582,-4.455
The Ways,Khalid & Swae Lee,5jyyPsIGM2yqkZN9R3TmvN,0.727,0.72,11,0,0.0488,0.0626,0.00000121,0.176,0.589,140.08,238893,-5.856
Make Me Feel,Janelle Monae,5gW5dSy3vXJxgzma4rQuzH,0.859,0.413,1,1,0.182,0.132,0,0.334,0.697,115.035,194230,-7.399
Rock,Plies,0QVISdPWRllAmoDBG3DEHU,0.852,0.691,6,0,0.139,0.0375,0,0.0517,0.658,61.115,174653,-5.175
Shape Of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,-3.183
Too Good At Goodbyes,Sam Smith,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,1,0.0432,0.64,0,0.169,0.476,91.873,201000,-8.237
Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,1,0.0597,0.239,0,0.117,0.699,119.889,124056,-6.71
Big Shot,Kendrick Lamar & Travis Scott,5cXg9IQS34FzLVdHhp7hu7,0.855,0.478,1,1,0.193,0.00759,0,0.101,0.284,130.018,221827,-9.116
Legends,Kelsea Ballerini,6vlxmQGwmlyp07YjkugV6K,0.577,0.727,4,1,0.0319,0.0547,0,0.0891,0.24,112.041,244467,-5.848
For You (Fifty Shades Freed),Liam Payne & Rita Ora,66xn6tB8s3l8uhj02OGneE,0.541,0.787,2,0,0.0331,0.0167,0,0.157,0.2,113,245453,-4.618
One Foot,WALK THE MOON,0iQ77tSa7ncj7zBPtVx6cU,0.582,0.821,0,1,0.0365,0.00754,0.0000021,0.818,0.468,100.025,261373,-4.861
Female,Keith Urban,1t34UsQ634a233qysq6D6L,0.567,0.477,8,0,0.0331,0.186,0.0000486,0.111,0.321,85.019,195317,-8.781
Filthy,Justin Timberlake,1L3NV7VrCiuE8C5QlhdeQL,0.745,0.579,1,1,0.138,0.0354,0.0118,0.246,0.645,97.002,293947,-5.771
Black Panther,Kendrick Lamar,5qN4HFkapdAOV94XPryVof,0.618,0.582,1,1,0.297,0.625,0.00000384,0.265,0.48,90.035,130613,-9.454
Like I Loved You,Brett Young,3T6MAweakkNrMYs8jZIWtg,0.582,0.568,1,1,0.0297,0.196,0,0.0841,0.64,76.025,207187,-6.051
Losing Sleep,Chris Young,6waqLPcT6ruMhmd36OhmFO,0.584,0.621,1,1,0.0443,0.0715,0.00000168,0.389,0.634,92.003,178253,-5.703
Man Of The Woods,Justin Timberlake,4KTU5aa5s547f1JF5DImhF,0.624,0.452,0,1,0.0681,0.315,0.0000102,0.311,0.724,199.775,243987,-8.206
Diplomatic Immunity,Drake,4haJoBPbPj9QFKNpp9e8kx,0.654,0.839,9,0,0.443,0.00531,0,0.308,0.549,74.886,255867,-5.076
Sick Boy,The Chainsmokers,58kZ9spgxmlEznXGu6FPdQ,0.663,0.577,11,0,0.0531,0.109,0,0.12,0.454,89.996,193200,-7.518
A Girl Like You,Easton Corbin,3AsNVBJ7LHsltdu9490ZiS,0.735,0.768,5,1,0.0353,0.0197,0,0.0643,0.83,104.991,217840,-4.481
Supplies,Justin Timberlake,6jT85s2dZ55HBqjXYi2rfI,0.793,0.554,11,0,0.0451,0.00695,0,0.127,0.225,119.993,225600,-6.624
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,0,0.128,0.0622,0,0.081,0.666,124.949,204347,-4.374
Supastars,Migos,7yt6eiZQCkVFEzwGp4Pbor,0.782,0.686,1,1,0.0594,0.253,0,0.08,0.334,75.948,293138,-4.383
Gang Gang,Migos,6RKkHI2fkmgZq7uQPPav8f,0.731,0.627,2,1,0.0754,0.261,0,0.112,0.5,90.03,181319,-9.76
Higher We Go (Intro),Migos,43dOwOq0mB4i6j4SpcSkqC,0.825,0.547,8,1,0.0859,0.0936,0,0.22,0.184,152.007,255849,-3.938
Auto Pilot,Migos,4Kw3CztmD15X1QGDnnHmLD,0.928,0.721,11,1,0.15,0.0714,0,0.225,0.254,129.997,287992,-5.774
Emoji A Chain,Migos,0G9rmRmQDFk9O2tzZLyRkc,0.894,0.324,1,1,0.179,0.0399,0,0.126,0.407,139.972,315185,-8.24
Round Here Buzz,Eric Church,52ioLaTnO2J7BWY8UN2n9D,0.638,0.441,2,1,0.0347,0.0422,0.0000133,0.107,0.473,76.078,214627,-9.064
Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,0.884,0.346,8,0,0.351,0.0151,0.00000704,0.0871,0.376,75.016,220307,-8.228
Attention,Charlie Puth,5cF0dROlMOK5uNZtivgu50,0.775,0.613,3,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,208787,-4.586
Greatest Love Story,LANCO,2yQZwi1P8AkkxxFhQ8rMEK,0.671,0.617,10,1,0.0561,0.401,0,0.119,0.62,147.986,222573,-8.72
No Name,NF,7hdw5gAGMyyn9z0XgfTv1j,0.718,0.795,0,0,0.142,0.223,0,0.12,0.292,130.77,183827,-3.978
Never Enough,Loren Allred,0Gl5s8IhMmQE5YQwM8Qx1J,0.277,0.394,8,1,0.0336,0.423,0,0.0952,0.227,86.777,207787,-8.903
My Dawg,Lil Baby,7CEJH5Ed7FBbXF6CqBQPlJ,0.943,0.544,10,0,0.0642,0.0336,0,0.0954,0.515,133.012,215423,-6.292
The Weekend,SZA,6gU9OKjOE7ghfEd55oRO57,0.487,0.366,8,0,0.0531,0.241,0,0.126,0.161,68.191,272187,-9.405
My My My!,Troye Sivan,4NiehSBQthimPzRsVeOgCT,0.701,0.458,1,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,204727,-7.749
...Ready For It?,Taylor Swift,2yLa0QULdQr0qAIvVwN6B5,0.613,0.764,2,1,0.136,0.0527,0,0.197,0.417,160.015,208187,-6.509
That's What I Like,Bruno Mars,41845KfPUpg17FYYw0lKYg,0.851,0.556,1,1,0.0417,0.0125,0,0.0873,0.843,134.031,204773,-4.98
I Could Use A Love Song,Maren Morris,09iyGiljLWRYXdRazFkdtJ,0.638,0.634,6,1,0.0468,0.214,0,0.0866,0.473,92.097,196422,-6.474
Too Much To Ask,Niall Horan,39jXnbACjiaiTwwhsr5sY5,0.443,0.533,0,1,0.0396,0.371,0,0.128,0.201,77.342,223044,-6.549
